,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_REDACAO,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC
2330,3108206,Bonfinópolis de Minas,31,MG,555.7894736842105,491.7661654135338,471.08947368421065,484.2060150375941,501.25187969924843
2331,3108255,Bonito de Minas,31,MG,505.6910569105691,478.1162601626015,452.0292682926829,471.03739837398376,481.07317073170725
2332,3108305,Borda da Mata,31,MG,622.7102803738318,572.9836448598129,499.64579439252327,530.257009345794,537.9598130841122
2333,3108404,Botelhos,31,MG,618.9403973509934,551.3178807947019,495.14635761589415,529.9357615894041,539.42119205298
2334,3108503,Botumirim,31,MG,503.96039603960395,492.9831683168318,448.81485148514855,474.1425742574259,487.9584158415842
2335,3108552,Brasilândia de Minas,31,MG,531.1510791366907,496.10359712230235,455.27374100719453,480.9316546762592,497.1442446043168
2336,3108602,Brasília de Minas,31,MG,557.2714486638537,509.0129395218007,460.97777777777753,497.6201125175816,510.4888888888891
2337,3108701,Brás Pires,31,MG,539.0909090909091,497.70227272727266,446.9306818181818,499.86363636363643,507.67727272727274
2338,3108800,Braúnas,31,MG,586.5116279069767,505.53255813953484,457.5627906976744,490.95813953488374,511.5883720930232
2339,3108909,Brazópolis,31,MG,594.0397350993378,562.8119205298015,487.63344370860915,526.3960264900662,529.3013245033118
2340,3109006,Brumadinho,31,MG,608.0499219968799,552.4711388455538,493.3045241809677,523.0491419656786,533.1513260530419
2341,3109105,Bueno Brandão,31,MG,610.0578034682081,549.965317919075,487.83063583815033,515.9433526011562,525.6179190751443
2342,3109204,Buenópolis,31,MG,517.8835978835979,504.34126984126937,458.95132275132266,481.7947089947093,503.28941798941815
2343,3109253,Bugre,31,MG,584.4444444444445,519.7666666666667,484.2111111111111,497.76222222222214,507.2844444444444
2344,3109303,Buritis,31,MG,545.2731591448932,489.9220902612832,459.8586698337294,487.96080760095003,502.5665083135389
2345,3109402,Buritizeiro,31,MG,544.5201238390093,495.7439628482969,457.4681114551088,492.45758513931884,511.0405572755418
2346,3109451,Cabeceira Grande,31,MG,487.7227722772277,489.3465346534655,440.65049504950485,477.81881188118786,495.7445544554457
2347,3109501,Cabo Verde,31,MG,611.969696969697,552.4848484848484,497.14242424242417,515.1939393939396,526.9560606060605
2348,3109600,Cachoeira da Prata,31,MG,597.8947368421053,519.4065789473683,485.93552631578945,510.65526315789475,526.3723684210526
2349,3109709,Cachoeira de Minas,31,MG,601.0227272727273,574.0301136363637,495.71136363636356,522.7005681818183,531.4840909090907
2350,3109808,Cachoeira Dourada,31,MG,564.5714285714286,493.64857142857136,459.2600000000001,485.4885714285714,506.2685714285715
2351,3109907,Caetanópolis,31,MG,644.551724137931,565.7317241379311,503.2103448275863,531.2455172413793,533.9503448275864
2352,3110004,Caeté,31,MG,593.1101813110181,539.798465829847,485.65216178521604,523.0737796373777,533.8822873082291
2353,3110103,Caiana,31,MG,552.4,518.93,459.6739999999999,491.93800000000016,510.80400000000003
2354,3110202,Cajuri,31,MG,607.6521739130435,516.5982608695653,477.5208695652175,499.5043478260871,505.6626086956524
2355,3110301,Caldas,31,MG,576.48,532.5903999999998,476.55120000000005,512.9272,520.2543999999999
2356,3110400,Camacho,31,MG,617.7777777777778,552.2422222222223,480.60444444444454,515.4866666666668,522.8044444444445
2357,3110509,Camanducaia,31,MG,569.1428571428571,533.202857142857,474.822285714286,514.4485714285713,526.7371428571429
2358,3110608,Cambuí,31,MG,585.8666666666667,537.9311111111111,491.03511111111084,520.579777777778,532.7142222222222
2359,3110707,Cambuquira,31,MG,562.5503355704698,516.0932885906038,473.7630872483222,506.589932885906,518.6208053691275
2360,3110806,Campanário,31,MG,470.2040816326531,496.81836734693877,457.6653061224488,487.2204081632653,502.50816326530617
2361,3110905,Campanha,31,MG,597.1538461538462,539.5915384615389,484.29038461538437,517.6888461538463,527.5346153846154
2362,3111002,Campestre,31,MG,626.8032786885246,556.6733606557373,497.03319672131175,530.1032786885244,536.8172131147538
2363,3111101,Campina Verde,31,MG,563.1734317343173,513.9416974169741,473.7730627306271,500.9752767527679,512.0084870848711
2364,3111150,Campo Azul,31,MG,484.17910447761193,479.99253731343276,447.01641791044784,484.96268656716404,500.2164179104479
2365,3111200,Campo Belo,31,MG,616.9329073482428,556.0887113951009,496.93791267305636,523.0382321618742,534.2003194888181
2366,3111309,Campo do Meio,31,MG,589.1756272401434,522.4609318996415,475.06559139784974,499.08602150537666,520.0706093189962
2367,3111408,Campo Florido,31,MG,517.3770491803278,502.3409836065575,465.6245901639342,482.5360655737704,507.34754098360656
2368,3111507,Campos Altos,31,MG,566.1452513966481,530.5273743016756,474.5385474860335,503.05698324022336,518.791620111732
2369,3111606,Campos Gerais,31,MG,596.9209039548023,539.6274011299435,483.56553672316346,507.59406779661,516.3436440677968
2370,3111705,Canaã,31,MG,603.3962264150944,533.5075471698116,479.6103773584904,505.75754716981123,507.78018867924527
2371,3111804,Canápolis,31,MG,537.0212765957447,509.5319148936171,459.8765957446808,489.2117021276595,512.1893617021277
2372,3111903,Cana Verde,31,MG,561.2631578947369,518.0863157894736,481.7473684210526,511.60105263157885,521.397894736842
2373,3112000,Candeias,31,MG,584.5054945054945,526.4230769230771,486.34725274725275,511.26648351648345,521.2368131868133
2374,3112059,Cantagalo,31,MG,552.6530612244898,498.6775510204082,458.58775510204094,477.4775510204083,500.30408163265326
2375,3112109,Caparaó,31,MG,541.6666666666666,474.2958333333332,454.0770833333334,486.0812500000001,497.5458333333335
2376,3112208,Capela Nova,31,MG,651.2,563.5466666666666,485.8706666666667,529.2093333333332,536.7853333333336
2377,3112307,Capelinha,31,MG,583.1555555555556,538.7018888888888,483.83744444444454,519.5218888888891,529.4188888888885
2378,3112406,Capetinga,31,MG,610.188679245283,533.3188679245284,483.93396226415086,519.8018867924527,524.420754716981
2379,3112505,Capim Branco,31,MG,568.4615384615385,515.7307692307694,481.84538461538466,510.39230769230767,522.5207692307692
2380,3112604,Capinópolis,31,MG,500.0,493.9781250000003,458.9621527777778,479.12534722222233,503.75138888888864
2381,3112653,Capitão Andrade,31,MG,549.5348837209302,512.4953488372096,463.95116279069754,484.88604651162785,515.8697674418606
2382,3112703,Capitão Enéas,31,MG,565.5497382198953,498.79947643979074,466.630890052356,488.0664921465967,506.1879581151832
2383,3112802,Capitólio,31,MG,587.8260869565217,569.6992753623185,491.9746376811593,531.7304347826085,539.395652173913
2384,3112901,Caputira,31,MG,573.6923076923077,507.6430769230769,460.80692307692294,492.13153846153836,508.99538461538447
2385,3113008,Caraí,31,MG,537.9487179487179,510.7902564102566,460.8584615384614,487.8969230769234,508.52615384615393
2386,3113107,Caranaíba,31,MG,539.2307692307693,504.82499999999993,456.6211538461537,489.3711538461538,514.2749999999999
2387,3113206,Carandaí,31,MG,593.756345177665,548.5956852791877,491.68045685279174,529.9098984771575,539.0675126903546
2388,3113305,Carangola,31,MG,594.2673107890499,527.0690821256038,479.58389694041904,511.50386473429955,523.2867954911429
2389,3113404,Caratinga,31,MG,588.622420524261,532.5465142219745,480.7633017289462,514.8054656999443,527.2625766871168
2390,3113503,Carbonita,31,MG,575.9763313609468,516.0502958579882,462.6875739644972,506.087573964497,516.2437869822487
2391,3113602,Careaçu,31,MG,558.1132075471698,527.7367924528302,458.8301886792453,489.45094339622636,507.1075471698114
2392,3113701,Carlos Chagas,31,MG,544.2006269592476,500.90721003134774,459.03009404388723,495.44608150470253,511.14764890282163
2393,3113800,Carmésia,31,MG,533.3333333333334,520.8722222222223,454.04074074074055,499.11481481481474,510.91851851851857
2394,3113909,Carmo da Cachoeira,31,MG,560.96,521.172,478.2104,501.49920000000003,518.1407999999999
2395,3114006,Carmo da Mata,31,MG,621.3861386138614,541.8262376237622,494.7658415841584,523.2440594059406,526.3698019801978
2396,3114105,Carmo de Minas,31,MG,599.8876404494382,546.6831460674158,491.3410112359552,523.1398876404498,528.4528089887644
2397,3114204,Carmo do Cajuru,31,MG,628.4237726098191,556.0483204134366,492.470542635659,522.3622739018087,527.9118863049093
2398,3114303,Carmo do Paranaíba,31,MG,628.0570409982174,543.2723707664884,490.00427807486665,516.5151515151517,525.1643493761143
2399,3114402,Carmo do Rio Claro,31,MG,597.9881656804733,541.5112426035503,480.80739644970384,512.6467455621299,524.8207100591717
2400,3114501,Carmópolis de Minas,31,MG,625.1396648044692,528.5335195530723,490.2751396648049,515.4399441340779,529.6586592178772
2401,3114550,Carneirinho,31,MG,525.0,530.940909090909,462.3030303030303,487.9106060606061,501.05151515151516
2402,3114600,Carrancas,31,MG,539.0909090909091,495.9803030303031,455.46818181818196,494.14090909090925,511.2939393939395
2403,3114709,Carvalhópolis,31,MG,634.5454545454545,530.7927272727273,483.59272727272725,496.69636363636357,517.3654545454546
2404,3114808,Carvalhos,31,MG,579.7826086956521,536.7108695652174,456.8815217391303,504.00326086956534,519.2315217391304
2405,3114907,Casa Grande,31,MG,610.9090909090909,520.7,483.7136363636364,526.6772727272729,525.1863636363637
2406,3115003,Cascalho Rico,31,MG,464.70588235294116,519.5558823529412,457.93529411764706,492.9823529411765,506.5588235294119
2407,3115102,Cássia,31,MG,639.1746031746031,548.0809523809523,481.7685714285708,506.6244444444443,522.0073015873015
2408,3115201,Conceição da Barra de Minas,31,MG,625.7142857142857,552.1571428571428,465.4500000000001,505.90535714285716,517.3392857142857
2409,3115300,Cataguases,31,MG,657.7641277641278,581.6660933660929,514.4699017199015,543.0901719901714,547.9533169533166
2410,3115359,Catas Altas,31,MG,611.7741935483871,551.7379032258066,478.87903225806446,525.9250000000001,521.1483870967744
2411,3115409,Catas Altas da Noruega,31,MG,565.925925925926,505.82777777777767,460.0833333333333,493.40185185185186,511.5092592592592
2412,3115458,Catuji,31,MG,543.2467532467532,490.07142857142884,453.12142857142857,486.1266233766233,498.0201298701296
2413,3115474,Catuti,31,MG,529.6551724137931,480.67068965517245,446.94999999999993,480.7051724137931,497.391379310345
2414,3115508,Caxambu,31,MG,600.3439803439803,553.065601965602,497.3479115479117,529.1289926289926,535.9176904176902
2415,3115607,Cedro do Abaeté,31,MG,549.6551724137931,529.6379310344828,478.1724137931034,488.2310344827587,510.6689655172414
2416,3115706,Central de Minas,31,MG,537.7777777777778,507.67936507936514,461.9238095238095,483.72539682539684,513.2761904761904
2417,3115805,Centralina,31,MG,586.829268292683,531.3280487804877,488.3390243902441,509.4573170731705,516.4268292682925
2418,3115904,Chácara,31,MG,518.6666666666666,509.01333333333326,479.5133333333334,513.6600000000001,507.84333333333336
2419,3116001,Chalé,31,MG,552.3333333333334,501.09499999999986,466.37166666666684,494.66499999999996,513.0066666666667
2420,3116100,Chapada do Norte,31,MG,443.9189189189189,467.1540540540541,437.6388513513514,455.3834459459462,473.79189189189185
2421,3116159,Chapada Gaúcha,31,MG,556.3157894736842,490.7578947368423,456.5967105263157,471.71907894736853,496.6138157894739
2422,3116209,Chiador,31,MG,538.918918918919,492.18918918918916,462.2513513513512,499.8378378378378,511.07567567567577
2423,3116308,Cipotânea,31,MG,556.1038961038961,543.8779220779221,482.5506493506494,502.75974025974017,519.7571428571429
2424,3116407,Claraval,31,MG,543.1578947368421,519.6368421052631,466.10526315789474,468.60526315789474,509.0263157894737
2425,3116506,Claro dos Poções,31,MG,562.6388888888889,500.2506944444445,462.56041666666664,485.29236111111095,512.4763888888888
2426,3116605,Cláudio,31,MG,591.8949343339588,547.7031894934329,479.20506566604126,517.1028142589118,529.5804878048776
2427,3116704,Coimbra,31,MG,636.9169960474309,545.3620553359682,493.6339920948618,518.4158102766796,525.5671936758896
2428,3116803,Coluna,31,MG,533.4117647058823,505.20235294117646,477.15705882352916,493.53294117647096,509.7776470588235
2429,3116902,Comendador Gomes,31,MG,490.0,493.2,453.09411764705885,478.855882352941,503.9441176470589
2430,3117009,Comercinho,31,MG,483.6507936507937,478.0420634920634,448.7349206349206,474.318253968254,491.17777777777764
2431,3117108,Conceição da Aparecida,31,MG,570.1086956521739,523.3043478260871,473.63913043478254,493.01032608695675,519.0483695652176
2432,3117207,Conceição das Pedras,31,MG,587.2131147540983,549.372131147541,493.8393442622953,505.54918032786884,518.8377049180328
2433,3117306,Conceição das Alagoas,31,MG,543.217665615142,504.97192429022095,461.3104100946373,487.5583596214512,506.844479495268
2434,3117405,Conceição de Ipanema,31,MG,558.2142857142857,488.43571428571425,449.57321428571424,481.025,498.79464285714295
2435,3117504,Conceição do Mato Dentro,31,MG,562.4571428571429,522.8482857142856,467.87542857142824,504.1325714285717,517.1445714285713
2436,3117603,Conceição do Pará,31,MG,607.2131147540983,542.7147540983607,481.7852459016392,526.2491803278688,534.2540983606557
2437,3117702,Conceição do Rio Verde,31,MG,560.7821229050279,534.6379888268157,468.8709497206705,505.78659217877106,516.7167597765362
2438,3117801,Conceição dos Ouros,31,MG,593.2978723404256,572.6515957446805,500.3319148936168,523.0377659574465,533.0739361702126
2439,3117836,Cônego Marinho,31,MG,512.4786324786324,478.88461538461536,439.1418803418804,457.7487179487178,483.05982905982927
2440,3117876,Confins,31,MG,582.0168067226891,506.1932773109244,473.64453781512634,504.3184873949579,519.3865546218485
2441,3117900,Congonhal,31,MG,633.013698630137,573.7753424657534,496.1198630136987,527.2500000000001,538.0349315068495
2442,3118007,Congonhas,31,MG,614.3250214961307,545.3981083404991,487.8999140154775,518.5707652622532,532.2787618228714
2443,3118106,Congonhas do Norte,31,MG,502.8985507246377,506.68695652173915,456.62463768115936,480.69855072463776,496.9869565217391
2444,3118205,Conquista,31,MG,550.9090909090909,520.4948051948053,473.8077922077924,505.2909090909091,519.4662337662339
2445,3118304,Conselheiro Lafaiete,31,MG,627.9353821907014,564.4966903073292,504.4995271867622,534.3511820330962,543.6086288416062
2446,3118403,Conselheiro Pena,31,MG,586.3453815261045,543.7016064257026,477.0144578313255,509.07309236947805,529.8690763052209
2447,3118502,Consolação,31,MG,541.8181818181819,512.1045454545456,471.99090909090904,503.23636363636365,523.0545454545455
2448,3118601,Contagem,31,MG,603.3968696730203,548.2043080737637,499.1112893227959,532.4144661397821,541.3574926390821
2449,3118700,Coqueiral,31,MG,606.046511627907,521.1802325581394,460.91046511627934,485.6965116279069,509.53895348837216
2450,3118809,Coração de Jesus,31,MG,550.7277628032346,504.0894878706203,463.95768194070087,487.0401617250672,505.52371967654983
2451,3118908,Cordisburgo,31,MG,578.69918699187,535.3861788617886,471.07723577235777,508.92764227642294,522.1821138211382
2452,3119005,Cordislândia,31,MG,559.4871794871794,534.1692307692307,460.15897435897426,497.39743589743597,522.1076923076923
2453,3119104,Corinto,31,MG,575.985401459854,539.9419708029197,476.6094890510948,503.8474452554745,517.3302919708028
2454,3119203,Coroaci,31,MG,577.4137931034483,516.9422413793104,464.8068965517243,501.7620689655175,521.018103448276
2455,3119302,Coromandel,31,MG,573.7142857142857,518.7260952380951,477.87523809523833,502.2577142857148,519.3080000000004
2456,3119401,Coronel Fabriciano,31,MG,632.0042872454449,557.2863344051451,496.26393354769607,527.3899785637734,537.4906752411564
2457,3119500,Coronel Murta,31,MG,553.0927835051547,507.25103092783513,462.74536082474236,481.2113402061856,507.13762886597954
2458,3119609,Coronel Pacheco,31,MG,618.3783783783783,525.8351351351351,498.90270270270275,521.9621621621623,532.4405405405404
2459,3119708,Coronel Xavier Chaves,31,MG,660.3448275862069,563.4999999999999,498.22241379310356,535.2758620689657,541.3637931034486
2460,3119807,Córrego Danta,31,MG,593.0434782608696,512.5239130434783,482.491304347826,507.9239130434782,517.7
2461,3119906,Córrego do Bom Jesus,31,MG,611.8181818181819,534.3954545454545,474.9681818181817,519.284090909091,533.8022727272728
2462,3119955,Córrego Fundo,31,MG,629.8550724637681,567.9028985507246,488.7710144927536,508.09710144927544,523.8753623188406
2463,3120003,Córrego Novo,31,MG,545.8064516129032,517.5322580645159,472.65161290322584,504.0193548387096,500.13548387096785
2464,3120102,Couto de Magalhães de Minas,31,MG,492.9770992366412,490.81603053435117,453.97633587786265,481.5977099236643,503.8229007633586
2465,3120151,Crisólita,31,MG,451.2,472.3299999999999,423.22999999999985,449.676,473.036
2466,3120201,Cristais,31,MG,545.3125,543.5671875000002,478.69531250000006,499.36640625,513.69296875
2467,3120300,Cristália,31,MG,475.22727272727275,487.18068181818165,441.95227272727277,461.95681818181805,480.9329545454544
2468,3120409,Cristiano Otoni,31,MG,592.2330097087379,507.99417475728154,474.1427184466022,503.752427184466,520.1446601941744
2469,3120508,Cristina,31,MG,571.2222222222222,547.7772222222225,491.6761111111113,521.4916666666671,528.2799999999997
2470,3120607,Crucilândia,31,MG,559.6078431372549,520.343137254902,470.7411764705883,508.56470588235294,510.26862745098055
2471,3120706,Cruzeiro da Fortaleza,31,MG,550.1204819277109,537.5831325301208,490.0361445783133,503.53855421686717,515.0746987951807
2472,3120805,Cruzília,31,MG,599.4202898550725,540.5409420289857,482.07028985507236,514.8427536231883,524.0177536231885
2473,3120839,Cuparaque,31,MG,498.85714285714283,493.8657142857144,454.87428571428563,490.86285714285725,504.54857142857145
2474,3120870,Curral de Dentro,31,MG,535.968992248062,488.07441860465104,449.3968992248062,474.66434108527125,498.27131782945736
2475,3120904,Curvelo,31,MG,617.074877536739,542.4826452064375,492.34429671098684,522.7185444366689,531.5598320503856
2476,3121001,Datas,31,MG,532.5773195876288,489.796907216495,463.1103092783507,486.344329896907,506.36907216494853
2477,3121100,Delfim Moreira,31,MG,638.1944444444445,562.3944444444445,499.2680555555556,523.2861111111106,533.4055555555557
2478,3121209,Delfinópolis,31,MG,592.0,517.8533333333335,483.5677777777777,500.2333333333332,516.3833333333332
2479,3121258,Delta,31,MG,513.972602739726,493.32876712328755,451.5904109589042,485.86849315068486,496.73972602739724
2480,3121308,Descoberto,31,MG,640.2631578947369,570.9828947368421,499.29605263157885,539.9565789473686,539.3118421052632
2481,3121407,Desterro de Entre Rios,31,MG,566.6666666666666,543.3197916666666,489.2322916666667,508.2479166666667,518.5666666666667
2482,3121506,Desterro do Melo,31,MG,590.4918032786885,572.3278688524589,497.24262295081957,526.2016393442622,520.9114754098362
2483,3121605,Diamantina,31,MG,594.5764272559853,535.3199815837941,494.5484346224667,521.5668968692441,531.1465930018418
2484,3121704,Diogo de Vasconcelos,31,MG,540.0,513.2642857142855,455.70857142857153,484.767142857143,505.2914285714286
2485,3121803,Dionísio,31,MG,548.0,514.1685714285715,466.62761904761885,503.734285714286,511.57904761904757
2486,3121902,Divinésia,31,MG,632.5806451612904,570.7741935483871,503.00483870967753,528.2209677419354,531.1338709677419
2487,3122009,Divino,31,MG,598.4561403508771,522.7677192982459,472.4003508771932,501.5694736842109,516.7624561403509
2488,3122108,Divino das Laranjeiras,31,MG,562.9166666666666,529.41875,467.5062500000001,495.3770833333333,514.6937500000001
2489,3122207,Divinolândia de Minas,31,MG,635.5769230769231,531.7567307692308,469.72307692307663,518.0798076923079,516.476923076923
2490,3122306,Divinópolis,31,MG,636.3122171945702,576.5562594268475,506.8392533936662,536.3006598793371,544.3182880844629
2491,3122355,Divisa Alegre,31,MG,570.0961538461538,489.39326923076925,452.9288461538462,478.90240384615385,505.36057692307674
2492,3122405,Divisa Nova,31,MG,537.3015873015873,511.72460317460326,473.7507936507937,495.52936507936533,509.4658730158729
2493,3122454,Divisópolis,31,MG,503.54609929078015,473.230496453901,445.36312056737563,476.56879432624123,494.67163120567375
2494,3122470,Dom Bosco,31,MG,452.9896907216495,470.7773195876288,434.8917525773196,454.9731958762886,474.142268041237
2495,3122504,Dom Cavati,31,MG,543.8297872340426,500.5574468085106,462.94468085106365,486.9840425531915,514.1191489361701
2496,3122603,Dom Joaquim,31,MG,542.3880597014926,480.6611940298507,447.5746268656717,484.2388059701494,505.4223880597013
2497,3122702,Dom Silvério,31,MG,605.9322033898305,565.0593220338983,489.90169491525404,515.2084745762711,518.3211864406778
2498,3122801,Dom Viçoso,31,MG,607.0967741935484,542.7806451612903,482.37096774193554,524.2290322580645,539.7548387096773
2499,3122900,Dona Eusébia,31,MG,648.5,575.5187500000001,501.36375000000027,536.9449999999999,546.72
2500,3123007,Dores de Campos,31,MG,630.5813953488372,532.9319767441863,477.34244186046516,519.7866279069766,525.9337209302323
2501,3123106,Dores de Guanhães,31,MG,503.1707317073171,510.8036585365853,464.22439024390235,494.4963414634146,504.04878048780495
2502,3123205,Dores do Indaiá,31,MG,571.8348623853211,528.7385321100918,477.46467889908257,499.2215596330275,522.4922018348622
2503,3123304,Dores do Turvo,31,MG,571.7171717171717,572.5323232323236,479.44444444444434,512.2454545454545,525.2464646464646
2504,3123403,Doresópolis,31,MG,541.9047619047619,535.9904761904761,475.047619047619,505.1714285714286,519.3333333333334
2505,3123502,Douradoquara,31,MG,523.4146341463414,517.5292682926829,470.5902439024391,484.9512195121951,501.8317073170732
2506,3123528,Durandé,31,MG,588.6486486486486,513.1756756756756,466.2500000000001,499.27432432432437,518.9729729729731
2507,3123601,Elói Mendes,31,MG,614.6666666666666,542.9245333333336,484.28320000000036,521.0567999999998,533.888266666667
2508,3123700,Engenheiro Caldas,31,MG,568.9855072463768,496.5666666666668,463.6398550724638,497.36159420289863,513.6811594202899
2509,3123809,Engenheiro Navarro,31,MG,495.43859649122805,477.6359649122805,451.2789473684212,465.1578947368422,496.19736842105243
2510,3123858,Entre Folhas,31,MG,629.0909090909091,546.6424242424243,483.7325757575756,528.6681818181818,524.7962121212123
2511,3123908,Entre Rios de Minas,31,MG,619.7115384615385,549.2843750000004,494.025961538462,516.9110576923073,529.9442307692306
2512,3124005,Ervália,31,MG,621.0852713178294,544.3552325581392,486.24825581395345,524.1738372093025,530.0802325581395
2513,3124104,Esmeraldas,31,MG,544.4444444444445,505.9965452847802,471.88683473389375,504.81344537815113,520.691036414566
2514,3124203,Espera Feliz,31,MG,610.4049844236761,524.4713395638634,479.46479750778803,514.3292834890966,523.5277258566979
2515,3124302,Espinosa,31,MG,554.8091603053435,514.7601145038174,463.481106870229,494.76545801526726,509.06641221374065
2516,3124401,Espírito Santo do Dourado,31,MG,612.6829268292682,555.880487804878,501.5,524.6536585365853,531.5292682926829
2517,3124500,Estiva,31,MG,590.5633802816901,544.2232394366196,489.42042253521123,515.6429577464789,524.4619718309858
2518,3124609,Estrela Dalva,31,MG,521.3793103448276,511.89655172413785,464.1551724137931,507.7896551724139,528.9758620689655
2519,3124708,Estrela do Indaiá,31,MG,581.639344262295,529.2540983606556,479.36393442622943,490.98688524590176,513.972131147541
2520,3124807,Estrela do Sul,31,MG,527.6190476190476,496.29761904761904,451.941666666667,473.5571428571429,496.94523809523827
2521,3124906,Eugenópolis,31,MG,564.2105263157895,526.871710526316,490.43881578947367,510.68618421052645,519.4815789473682
2522,3125002,Ewbank da Câmara,31,MG,535.7142857142857,492.4749999999999,480.8714285714287,502.5964285714287,517.0285714285714
2523,3125101,Extrema,31,MG,590.3225806451613,550.9466501240693,496.97717121588096,528.3203473945407,538.6575682382136
2524,3125200,Fama,31,MG,635.0,530.8795454545455,482.5772727272728,502.5613636363636,519.1931818181819
2525,3125309,Faria Lemos,31,MG,518.421052631579,472.20000000000005,447.74473684210517,471.5052631578948,499.20789473684204
2526,3125408,Felício dos Santos,31,MG,515.9440559440559,487.8699300699298,432.4335664335665,468.17272727272734,490.93496503496493
2527,3125507,São Gonçalo do Rio Preto,31,MG,501.1764705882353,490.60352941176467,453.71999999999986,496.67882352941166,498.3399999999999
2528,3125606,Felisburgo,31,MG,497.0731707317073,482.6195121951219,462.4243902439024,482.0487804878049,496.0658536585367
2529,3125705,Felixlândia,31,MG,546.8421052631579,513.2232456140351,463.47368421052647,492.9561403508772,510.30263157894717
2530,3125804,Fernandes Tourinho,31,MG,540.6349206349206,531.2777777777779,469.16666666666686,483.42539682539683,509.6079365079365
2531,3125903,Ferros,31,MG,516.6666666666666,509.3946969696969,466.9507575757574,495.63484848484853,509.55378787878794
2532,3125952,Fervedouro,31,MG,564.3636363636364,509.76727272727277,459.27636363636356,491.7230303030305,509.86727272727273
2533,3126000,Florestal,31,MG,603.5433070866142,560.9468503937004,511.7996062992121,534.5385826771652,538.8326771653547
2534,3126109,Formiga,31,MG,678.253807106599,593.650050761421,512.8455837563447,546.0443654822335,548.7837563451774
2535,3126208,Formoso,31,MG,529.6296296296297,500.1765432098767,454.83456790123455,476.57654320987643,493.9975308641975
2536,3126307,Fortaleza de Minas,31,MG,537.6744186046511,525.5441860465115,478.36046511627916,492.9406976744187,509.9616279069768
2537,3126406,Fortuna de Minas,31,MG,582.3333333333334,514.7749999999999,476.23333333333323,517.7183333333334,522.365
2538,3126505,Francisco Badaró,31,MG,570.3954802259886,512.423163841808,467.28644067796625,489.53220338983033,501.812429378531
2539,3126604,Francisco Dumont,31,MG,460.2409638554217,479.3253012048192,453.0108433734939,478.1433734939763,490.58915662650577
2540,3126703,Francisco Sá,31,MG,591.4964370546319,494.7731591448931,457.85819477434717,487.5802850356296,500.7919239904988
2541,3126752,Franciscópolis,31,MG,505.57377049180326,492.7393442622952,458.87377049180327,486.86065573770503,501.6426229508196
2542,3126802,Frei Gaspar,31,MG,536.1904761904761,483.3285714285715,437.5416666666666,465.35119047619065,493.64642857142854
2543,3126901,Frei Inocêncio,31,MG,578.6046511627907,530.487596899225,470.4534883720931,493.7403100775193,513.6705426356584
2544,3126950,Frei Lagonegro,31,MG,520.5555555555555,482.16388888888883,462.8444444444444,500.30555555555566,510.93055555555543
2545,3127008,Fronteira,31,MG,576.4444444444445,516.6962962962963,478.46962962962965,504.4377777777778,521.4940740740742
2546,3127057,Fronteira dos Vales,31,MG,509.70588235294116,486.6617647058824,432.989705882353,479.2073529411766,499.8499999999999
2547,3127073,Fruta de Leite,31,MG,477.45454545454544,476.5636363636364,452.50727272727266,470.8618181818181,486.14363636363646
2548,3127107,Frutal,31,MG,538.771186440678,515.3096398305091,473.22902542372884,498.15889830508445,517.0734110169485
2549,3127206,Funilândia,31,MG,585.6716417910447,505.16865671641796,471.20746268656706,502.55223880597026,515.076119402985
2550,3127305,Galiléia,31,MG,488.2474226804124,490.2536082474227,456.08041237113406,481.4216494845359,507.76907216494857
2551,3127339,Gameleiras,31,MG,459.1666666666667,478.8854166666667,442.4416666666666,458.4572916666666,477.5416666666667
2552,3127354,Glaucilândia,31,MG,527.7777777777778,470.7833333333333,459.27777777777766,486.9111111111111,493.4444444444444
2553,3127370,Goiabeira,31,MG,638.2608695652174,542.6521739130435,469.2152173913043,499.3739130434781,522.6760869565215
2554,3127388,Goianá,31,MG,539.3650793650794,513.7126984126985,477.46507936507953,519.4111111111112,521.9015873015875
2555,3127404,Gonçalves,31,MG,592.3333333333334,555.255,480.0566666666666,526.2333333333333,529.2283333333334
2556,3127503,Gonzaga,31,MG,556.0360360360361,508.2927927927927,466.156756756757,492.9729729729733,505.2558558558558
2557,3127602,Gouveia,31,MG,605.3979238754325,525.209688581315,480.1297577854671,505.34740484429096,516.171972318339
2558,3127701,Governador Valadares,31,MG,615.1218697829717,547.1067278797989,489.0225375626053,524.3567779632699,535.3499833055089
2559,3127800,Grão Mogol,31,MG,521.5720524017468,488.10567685589496,457.3991266375542,486.1786026200874,501.4231441048036
2560,3127909,Grupiara,31,MG,502.3076923076923,507.9923076923077,461.3807692307692,479.88461538461536,482.0423076923077
2561,3128006,Guanhães,31,MG,582.8769497400347,540.7849220103993,484.12720970537237,512.6128249566723,525.9140381282496
2562,3128105,Guapé,31,MG,571.9444444444445,519.7791666666666,466.9412037037037,495.67175925925903,514.8374999999999
2563,3128204,Guaraciaba,31,MG,618.978102189781,527.3934306569342,469.86934306569333,499.87299270072975,511.25912408759115
2564,3128253,Guaraciama,31,MG,537.1428571428571,492.2214285714286,455.4728571428571,485.65142857142854,506.84000000000015
